graph,label,target_prompt,target_position,source_position
"[['compounds', 'is a form of', '<extra_id_0>']]",compound,summarize: compounds is a form of <extra_id_0>,8,5
"[['thoan', 'is a form of', '<extra_id_0>']]",thone,summarize: thoan is a form of <extra_id_0>,11,5
"[['image', 'is a synonym of', '<extra_id_0>']]",double,summarize: image is a synonym of <extra_id_0>,8,5
"[['mexican', 'is a', '<extra_id_0>']]",north american,summarize: mexican is a <extra_id_0>,9,3
"[['bureau', 'is used for', '<extra_id_0>']]",drawers,summarize: bureau is used for <extra_id_0>,6,3
"[['dogmatize', 'is a manner of', '<extra_id_0>']]",talk,summarize: dogmatize is a manner of <extra_id_0>,10,5
"[['playing tennis', 'causes', '<extra_id_0>']]",tennis elbow,summarize: playing tennis causes <extra_id_0>,5,1
"[['performing', 'causes', '<extra_id_0>']]",butterflies,summarize: performing causes <extra_id_0>,4,1
"[['islamic calendar month', 'is a part of', '<extra_id_0>']]",islamic calendar,summarize: islamic calendar month is a part of <extra_id_0>,12,5
"[['tactical point', 'is a', '<extra_id_0>']]",piece of tactical terrain,summarize: tactical point is a <extra_id_0>,7,3
"[['adapted', 'is a form of', '<extra_id_0>']]",adapt,summarize: adapted is a form of <extra_id_0>,9,5
"[['boose', 'is a form of', '<extra_id_0>']]",booze,summarize: boose is a form of <extra_id_0>,11,5
"[[""you've"", 'is distinct from', '<extra_id_0>']]",she's,summarize: you've is distinct from <extra_id_0>,8,3
"[['wait for', 'has subevent', '<extra_id_0>']]",pray,summarize: wait for has subevent <extra_id_0>,8,4
"[['cord', 'has context', '<extra_id_0>']]",anatomy,summarize: cord has context <extra_id_0>,5,2
"[['iced tea', 'is', '<extra_id_0>']]",refreshing,summarize: iced tea is <extra_id_0>,7,1
"[['ficus', 'is in', '<extra_id_0>']]",tropics,summarize: ficus is in <extra_id_0>,7,2
"[['competition', 'is a part of', '<extra_id_0>']]",sports,summarize: competition is a part of <extra_id_0>,8,5
"[['grex name', 'has context', '<extra_id_0>']]",botany,summarize: grex name has context <extra_id_0>,7,2
"[['fast', 'is a synonym of', '<extra_id_0>']]",swiftly,summarize: fast is a synonym of <extra_id_0>,8,5
"[['snoring', 'causes', '<extra_id_0>']]",divorce,summarize: snoring causes <extra_id_0>,8,1
"[['tough', 'is distinct from', '<extra_id_0>']]",breakable,summarize: tough is distinct from <extra_id_0>,6,3
"[['stay fit', 'has prerequisite', '<extra_id_0>']]",jog,summarize: stay fit has prerequisite <extra_id_0>,6,2
"[['running twenty six miles', 'has prerequisite', '<extra_id_0>']]",endurance,summarize: running twenty six miles has prerequisite <extra_id_0>,8,2
"[['ed', 'is', '<extra_id_0>']]",nuts,summarize: ed is <extra_id_0>,6,1
"[['standing', 'causes desire', '<extra_id_0>']]",sit down,summarize: standing causes desire <extra_id_0>,5,2
"[['strengthen', 'is a manner of', '<extra_id_0>']]",change,summarize: strengthen is a manner of <extra_id_0>,8,5
"[['fiber bundle', 'is a part of', '<extra_id_0>']]",nervous system,summarize: fiber bundle is a part of <extra_id_0>,9,5
"[['take walk', 'is motivated by', '<extra_id_0>']]",active,summarize: take walk is motivated by <extra_id_0>,7,3
"[['bring in verdict', 'has prerequisite', '<extra_id_0>']]",decide,summarize: bring in verdict has prerequisite <extra_id_0>,7,2
"[['clown', 'is capable of', '<extra_id_0>']]",feel sad,summarize: clown is capable of <extra_id_0>,6,3
"[['work', 'is', '<extra_id_0>']]",tedious,summarize: work is <extra_id_0>,4,1
"[['roll up', 'is a manner of', '<extra_id_0>']]",change surface,summarize: roll up is a manner of <extra_id_0>,9,5
"[['coomb', 'is a form of', '<extra_id_0>']]",combe,summarize: coomb is a form of <extra_id_0>,9,5
"[['bungee jump from high bridge', 'is motivated by', '<extra_id_0>']]",excited,summarize: bungee jump from high bridge is motivated by <extra_id_0>,13,3
"[['run on', 'is a manner of', '<extra_id_0>']]",speak,summarize: run on is a manner of <extra_id_0>,9,5
"[['climb mountain', 'is motivated by', '<extra_id_0>']]",high,summarize: climb mountain is motivated by <extra_id_0>,7,3
"[['bottom', 'is distinct from', '<extra_id_0>']]",atop,summarize: bottom is distinct from <extra_id_0>,6,3
"[['organ', 'has context', '<extra_id_0>']]",slang,summarize: organ has context <extra_id_0>,5,2
"[['dad', 'is capable of', '<extra_id_0>']]",shoulder burden,summarize: dad is capable of <extra_id_0>,6,3
"[['ordinance', 'is a synonym of', '<extra_id_0>']]",ordination,summarize: ordinance is a synonym of <extra_id_0>,8,5
"[['bring in verdict', 'has subevent', '<extra_id_0>']]",unhappiness,summarize: bring in verdict has subevent <extra_id_0>,9,4
"[['stand in queue', 'has prerequisite', '<extra_id_0>']]",wait turn,summarize: stand in queue has prerequisite <extra_id_0>,7,2
"[['viscometer', 'is a', '<extra_id_0>']]",gauge,summarize: viscometer is a <extra_id_0>,8,3
"[['read book', 'is motivated by', '<extra_id_0>']]",find interesting,summarize: read book is motivated by <extra_id_0>,7,3
"[['heredity', 'causes desire', '<extra_id_0>']]",snore,summarize: heredity causes desire <extra_id_0>,7,2
"[['circumstances', 'causes desire', '<extra_id_0>']]",contemplate,summarize: circumstances causes desire <extra_id_0>,5,2
"[['television', 'is in', '<extra_id_0>']]",cabinet,summarize: television is in <extra_id_0>,5,2
"[['have lunch', 'is motivated by', '<extra_id_0>']]",midday,summarize: have lunch is motivated by <extra_id_0>,7,3
"[['fatigue', 'causes desire', '<extra_id_0>']]",rest,summarize: fatigue causes desire <extra_id_0>,5,2
"[['contemplate', 'has prerequisite', '<extra_id_0>']]",focus,summarize: contemplate has prerequisite <extra_id_0>,6,2
"[['grass', 'is capable of', '<extra_id_0>']]",burn,summarize: grass is capable of <extra_id_0>,6,3
"[['taking exam', 'has subevent', '<extra_id_0>']]",needing to stretch,summarize: taking exam has subevent <extra_id_0>,8,4
"[['sating hunger', 'causes', '<extra_id_0>']]",nap,summarize: sating hunger causes <extra_id_0>,7,1
"[['protect country', 'has subevent', '<extra_id_0>']]",die,summarize: protect country has subevent <extra_id_0>,8,4
"[['payback', 'is a synonym of', '<extra_id_0>']]",vengeance,summarize: payback is a synonym of <extra_id_0>,9,5
"[['nurse', 'is in', '<extra_id_0>']]",doctor's office,summarize: nurse is in <extra_id_0>,5,2
"[['pugnacity', 'is a synonym of', '<extra_id_0>']]",pugnaciousness,summarize: pugnacity is a synonym of <extra_id_0>,10,5
"[['walk', 'is distinct from', '<extra_id_0>']]",journey,summarize: walk is distinct from <extra_id_0>,6,3
"[['war', 'causes', '<extra_id_0>']]",genocide,summarize: war causes <extra_id_0>,4,1
"[['lo', 'is distinct from', '<extra_id_0>']]",cya,summarize: lo is distinct from <extra_id_0>,6,3
"[['fat ass', 'causes desire', '<extra_id_0>']]",go jogging,summarize: fat ass causes desire <extra_id_0>,7,2
"[['hockey game', 'causes desire', '<extra_id_0>']]",going out at night,summarize: hockey game causes desire <extra_id_0>,6,2
"[['independent', 'is an antonym of', '<extra_id_0>']]",enslaved,summarize: independent is an antonym of <extra_id_0>,9,6
"[['rouse', 'is a synonym of', '<extra_id_0>']]",awaken,summarize: rouse is a synonym of <extra_id_0>,10,5
"[['swallow tailed coat', 'is a part of', '<extra_id_0>']]",morning dress,summarize: swallow tailed coat is a part of <extra_id_0>,12,5
"[['get in line', 'has prerequisite', '<extra_id_0>']]",dumb down,summarize: get in line has prerequisite <extra_id_0>,7,2
"[['enervate', 'is an antonym of', '<extra_id_0>']]",strengthen,summarize: enervate is an antonym of <extra_id_0>,13,6
"[['being sick', 'causes desire', '<extra_id_0>']]",eat breakfast in bed,summarize: being sick causes desire <extra_id_0>,6,2
"[['knit', 'is a manner of', '<extra_id_0>']]",create from raw material,summarize: knit is a manner of <extra_id_0>,8,5
"[['recovering from illness', 'causes desire', '<extra_id_0>']]",have rest,summarize: recovering from illness causes desire <extra_id_0>,7,2
"[['subside', 'is a manner of', '<extra_id_0>']]",weaken,summarize: subside is a manner of <extra_id_0>,9,5
"[['reformatory', 'is a', '<extra_id_0>']]",correctional institution,summarize: reformatory is a <extra_id_0>,7,3
"[['used up', 'is a form of', '<extra_id_0>']]",use up,summarize: used up is a form of <extra_id_0>,9,5
"[['go see film', 'has prerequisite', '<extra_id_0>']]",go to movie,summarize: go see film has prerequisite <extra_id_0>,7,2
"[['ugly', 'is distinct from', '<extra_id_0>']]",sightly,summarize: ugly is distinct from <extra_id_0>,6,3
"[['base', 'is a part of', '<extra_id_0>']]",lamp,summarize: base is a part of <extra_id_0>,8,5
"[['making people laugh', 'has subevent', '<extra_id_0>']]",miming,summarize: making people laugh has subevent <extra_id_0>,9,4
"[['spouse', 'is in', '<extra_id_0>']]",home,summarize: spouse is in <extra_id_0>,5,2
"[['going to concert', 'causes', '<extra_id_0>']]",headache,summarize: going to concert causes <extra_id_0>,6,1
"[['overdo', 'is a manner of', '<extra_id_0>']]",make,summarize: overdo is a manner of <extra_id_0>,10,5
"[['shut', 'has context', '<extra_id_0>']]",dialect,summarize: shut has context <extra_id_0>,5,2
"[['using computer', 'has prerequisite', '<extra_id_0>']]",having computer,summarize: using computer has prerequisite <extra_id_0>,6,2
"[['writing', 'is', '<extra_id_0>']]",bold,summarize: writing is <extra_id_0>,4,1
"[['light bulb', 'is in', '<extra_id_0>']]",basement,summarize: light bulb is in <extra_id_0>,6,2
"[['earth', 'is capable of', '<extra_id_0>']]",revolve,summarize: earth is capable of <extra_id_0>,6,3
"[['head', 'is capable of', '<extra_id_0>']]",ache,summarize: head is capable of <extra_id_0>,6,3
"[['craters', 'causes desire', '<extra_id_0>']]",look through telescope,summarize: craters causes desire <extra_id_0>,7,2
"[['learn new', 'is motivated by', '<extra_id_0>']]",skill,summarize: learn new is motivated by <extra_id_0>,7,3
"[['local', 'is distinct from', '<extra_id_0>']]",international,summarize: local is distinct from <extra_id_0>,6,3
"[['lunch box', 'is a form of', '<extra_id_0>']]",lunchbox,summarize: lunch box is a form of <extra_id_0>,9,5
"[['mist', 'is a form of', '<extra_id_0>']]",mst,summarize: mist is a form of <extra_id_0>,9,5
"[['christmas season', 'causes desire', '<extra_id_0>']]",buy christmas presents,summarize: christmas season causes desire <extra_id_0>,6,2
"[['chickenpox', 'is a part of', '<extra_id_0>']]",south park,summarize: chickenpox is a part of <extra_id_0>,11,5
"[['picking nose', 'causes', '<extra_id_0>']]",bleed,summarize: picking nose causes <extra_id_0>,5,1
"[['bean', 'is used for', '<extra_id_0>']]",growing,summarize: bean is used for <extra_id_0>,6,3
"[['agree with', 'is motivated by', '<extra_id_0>']]",from,summarize: agree with is motivated by <extra_id_0>,7,3
"[['ungood', 'is a form of', '<extra_id_0>']]",double plus ungood,summarize: ungood is a form of <extra_id_0>,9,5
"[['stanford university', 'is a part of', '<extra_id_0>']]",palo alto,summarize: stanford university is a part of <extra_id_0>,11,5
"[['create art', 'has subevent', '<extra_id_0>']]",have fun,summarize: create art has subevent <extra_id_0>,8,4
"[['gay', 'is a', '<extra_id_0>']]",homo,summarize: gay is a <extra_id_0>,6,3
"[['cloud', 'is an antonym of', '<extra_id_0>']]",sunshine,summarize: cloud is an antonym of <extra_id_0>,9,6
"[['have lunch', 'is motivated by', '<extra_id_0>']]",one o'clock,summarize: have lunch is motivated by <extra_id_0>,7,3
"[['survivor', 'is distinct from', '<extra_id_0>']]",dead,summarize: survivor is distinct from <extra_id_0>,8,3
"[['take off', 'is a synonym of', '<extra_id_0>']]",bloom,summarize: take off is a synonym of <extra_id_0>,9,5
"[['feeler', 'is a synonym of', '<extra_id_0>']]",overture,summarize: feeler is a synonym of <extra_id_0>,9,5
"[['expressing information', 'has subevent', '<extra_id_0>']]",send email,summarize: expressing information has subevent <extra_id_0>,9,4
"[['potatoes', 'is in', '<extra_id_0>']]",plate,summarize: potatoes is in <extra_id_0>,5,2
"[['mushrooms', 'is', '<extra_id_0>']]",edible,summarize: mushrooms is <extra_id_0>,4,1
"[['rest', 'has prerequisite', '<extra_id_0>']]",go to sleep,summarize: rest has prerequisite <extra_id_0>,5,2
"[['meat', 'is distinct from', '<extra_id_0>']]",vegetarians,summarize: meat is distinct from <extra_id_0>,6,3
"[['cheat code', 'has context', '<extra_id_0>']]",video games,summarize: cheat code has context <extra_id_0>,6,2
"[['crewcut', 'is a form of', '<extra_id_0>']]",crew cut,summarize: crewcut is a form of <extra_id_0>,9,5
"[['chickenpox', 'is a form of', '<extra_id_0>']]",chicken pox,summarize: chickenpox is a form of <extra_id_0>,11,5
"[['wood', 'is used for', '<extra_id_0>']]",campfires,summarize: wood is used for <extra_id_0>,6,3
"[['alcohol', 'causes desire', '<extra_id_0>']]",sleep,summarize: alcohol causes desire <extra_id_0>,5,2
"[['spitting', 'causes', '<extra_id_0>']]",loogie,summarize: spitting causes <extra_id_0>,6,1
"[['enshrine', 'is a manner of', '<extra_id_0>']]",reverence,summarize: enshrine is a manner of <extra_id_0>,12,5
"[['garters', 'is in', '<extra_id_0>']]",drawer,summarize: garters is in <extra_id_0>,6,2
"[['having food', 'is used for', '<extra_id_0>']]",entertaining,summarize: having food is used for <extra_id_0>,7,3
"[['unscathed', 'is distinct from', '<extra_id_0>']]",injured,summarize: unscathed is distinct from <extra_id_0>,9,3
"[['mike', 'is', '<extra_id_0>']]",nuts,summarize: mike is <extra_id_0>,6,1
"[['dwarf spheroidal', 'has context', '<extra_id_0>']]",galaxy,summarize: dwarf spheroidal has context <extra_id_0>,10,2
"[['view', 'is an antonym of', '<extra_id_0>']]",near sight,summarize: view is an antonym of <extra_id_0>,9,6
"[['learning about world', 'causes', '<extra_id_0>']]",desire to travel,summarize: learning about world causes <extra_id_0>,6,1
"[['touch', 'is an antonym of', '<extra_id_0>']]",unfeeling,summarize: touch is an antonym of <extra_id_0>,9,6
"[['scalpel', 'is a', '<extra_id_0>']]",medical device,summarize: scalpel is a <extra_id_0>,8,3
"[['go for walk', 'has prerequisite', '<extra_id_0>']]",get up,summarize: go for walk has prerequisite <extra_id_0>,7,2
"[['therapeutic', 'is a synonym of', '<extra_id_0>']]",remedy,summarize: therapeutic is a synonym of <extra_id_0>,8,5
"[['fight', 'has subevent', '<extra_id_0>']]",bleed,summarize: fight has subevent <extra_id_0>,7,4
"[['yen', 'is a synonym of', '<extra_id_0>']]",craving,summarize: yen is a synonym of <extra_id_0>,10,5
"[['negentropy', 'has context', '<extra_id_0>']]",thermodynamics,summarize: negentropy has context <extra_id_0>,8,2
"[['prove physical endurance', 'has subevent', '<extra_id_0>']]",exhaustion,summarize: prove physical endurance has subevent <extra_id_0>,9,4
"[['crosscut', 'is capable of', '<extra_id_0>']]",saw wood,summarize: crosscut is capable of <extra_id_0>,7,3
"[['horribly', 'is a synonym of', '<extra_id_0>']]",very,summarize: horribly is a synonym of <extra_id_0>,9,5
"[['boob', 'is a part of', '<extra_id_0>']]",pair,summarize: boob is a part of <extra_id_0>,10,5
"[['wreck', 'is an antonym of', '<extra_id_0>']]",build,summarize: wreck is an antonym of <extra_id_0>,9,6
"[['sports', 'is', '<extra_id_0>']]",recreational,summarize: sports is <extra_id_0>,4,1
"[['get warm', 'has prerequisite', '<extra_id_0>']]",move,summarize: get warm has prerequisite <extra_id_0>,6,2
"[['criterium', 'is a form of', '<extra_id_0>']]",criterion,summarize: criterium is a form of <extra_id_0>,11,5
"[['teaching other people', 'is used for', '<extra_id_0>']]",prestige,summarize: teaching other people is used for <extra_id_0>,8,3
"[['competing', 'causes', '<extra_id_0>']]",death,summarize: competing causes <extra_id_0>,4,1
"[['curtains', 'is', '<extra_id_0>']]",dusty,summarize: curtains is <extra_id_0>,4,1
"[['aisle', 'is a', '<extra_id_0>']]",indoor space,summarize: aisle is a <extra_id_0>,6,3
"[['remembering', 'has subevent', '<extra_id_0>']]",smiling,summarize: remembering has subevent <extra_id_0>,8,4
"[['pain', 'is a part of', '<extra_id_0>']]",life,summarize: pain is a part of <extra_id_0>,8,5
"[['eat breakfast in bed', 'is motivated by', '<extra_id_0>']]",sunday,summarize: eat breakfast in bed is motivated by <extra_id_0>,10,3
"[['listening to music', 'is used for', '<extra_id_0>']]",partying,summarize: listening to music is used for <extra_id_0>,8,3
"[['storm', 'is used for', '<extra_id_0>']]",flooding,summarize: storm is used for <extra_id_0>,6,3
"[['balance', 'is an antonym of', '<extra_id_0>']]",bias,summarize: balance is an antonym of <extra_id_0>,9,6
"[['hub', 'is a part of', '<extra_id_0>']]",electric fan,summarize: hub is a part of <extra_id_0>,8,5
"[['inferior colliculus', 'is a part of', '<extra_id_0>']]",midbrain,summarize: inferior colliculus is a part of <extra_id_0>,11,5
"[['human', 'is in', '<extra_id_0>']]",downtown,summarize: human is in <extra_id_0>,5,2
"[['hoarding', 'is an antonym of', '<extra_id_0>']]",decluttering,summarize: hoarding is an antonym of <extra_id_0>,11,6
